title,author,short_author,date,genre,tt,publisher,pubplace,extent,editor,pubdate,createdate,authordates,keywords,language,collection,gender,sourcenote,period,shrtcite,filename,filesize,philodocid
Les Fiancés de Loches,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1888,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1888,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.9.tei,154218,1159
Un bain de ménage,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1888,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1888,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.7.tei,46070,1160
L'Affaire Edouard,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1889,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1889,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.10.tei,150144,1171
C'est une femme du monde,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1890,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1890,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.11.tei,52010,1182
Le Mariage de Barillon,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1890,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1890,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.12.tei,184579,1183
Champignol malgré lui,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1892,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1892,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.14.tei,240768,1221
Le Système Ribadier,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1892,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1892,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.1.tei,163376,1222
Monsieur chasse!,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1892,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1892,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau1.13.tei,261657,1223
L'Hôtel du libre échange,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1894,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1894,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.5.tei,225035,1246
Le Ruban,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1894,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1894,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.4.tei,185959,1247
Notre futur,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1894,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1894,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.3.tei,26827,1248
Un fil à la patte,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1894,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1894,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.2.tei,271118,1249
Le Dindon,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1896,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1896,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.6.tei,250270,1269
Les Pavés de l'ours,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1896,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1896,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.7.tei,62534,1270
"Dormez, je le veux!","Feydeau, Georges, 1862-1921.",FeydeauGeorges,1897,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1897,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.9.tei,70337,1283
Séance de nuit,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1897,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1897,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.8.tei,81094,1284
La Duchesse des Folies-Bergères,"Feydeau, Georges, 1862-1921.",FeydeauGeorges,1899,theatre,prose,"Bordas, 1988",Paris,,Henri Gidel,,1899,,,,,M,Pagination does not correspond to the original edition.,,GAL,GAL.feydeau2.11.tei,314450,1315
"Correspondance, 1839","Flaubert, Gustave, 1821-1880.",Flaubert,1839,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1839,,,,,M,,,TLF,TLF.1021.tei,105828,371
"Correspondance, 1845","Flaubert, Gustave, 1821-1880.",Flaubert,1845,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1845,,,,,M,,,TLF,TLF.1058.tei,287794,527
"Correspondance, 1847","Flaubert, Gustave, 1821-1880.",Flaubert,1847,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1847,,,,,M,,,TLF,TLF.1070.tei,551230,604
"Correspondance, 1850","Flaubert, Gustave, 1821-1880.",Flaubert,1850,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1850,,,,,M,,,TLF,TLF.1088.tei,444508,641
"Correspondance, 1852","Flaubert, Gustave, 1821-1880.",Flaubert,1852,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1852,,,,,M,,,TLF,TLF.1097.tei,534173,666
"Correspondance, 1853","Flaubert, Gustave, 1821-1880.",Flaubert,1853,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1853,,,,,M,,,TLF,TLF.1103.tei,595171,691
"Correspondance, 1856","Flaubert, Gustave, 1821-1880.",Flaubert,1856,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1856,,,,,M,,,TLF,TLF.1118.tei,497815,727
"Correspondance, 1860","Flaubert, Gustave, 1821-1880.",Flaubert,1860,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1860,,,,,M,,,TLF,TLF.1149.tei,296796,792
"Correspondance, 1865","Flaubert, Gustave, 1821-1880.",Flaubert,1865,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1865,,,,,M,,,TLF,TLF.1173.tei,528067,859
"Correspondance, 1868","Flaubert, Gustave, 1821-1880.",Flaubert,1868,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1868,,,,,M,,,TLF,TLF.1187.tei,484644,891
"Correspondance, 1870","Flaubert, Gustave, 1821-1880.",Flaubert,1870,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1870,,,,,M,,,TLF,TLF.1204.tei,391840,921
"Correspondance, 1872","Flaubert, Gustave, 1821-1880.",Flaubert,1872,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1872,,,,,M,,,TLF,TLF.1211.tei,571060,938
"Correspondance, 1874","Flaubert, Gustave, 1821-1880.",Flaubert,1874,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1874,,,,,M,,,TLF,TLF.1224.tei,468825,972
"Correspondance, 1876","Flaubert, Gustave, 1821-1880.",Flaubert,1876,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1876,,,,,M,,,TLF,TLF.1237.tei,426764,997
"Correspondance, 1878","Flaubert, Gustave, 1821-1880.",Flaubert,1878,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1878,,,,,M,,,TLF,TLF.1247.tei,514268,1014
"Correspondance, 1880","Flaubert, Gustave, 1821-1880.",Flaubert,1880,correspondance,prose,"Paris, L. Conard, 1926-1954.",,,,1926,1880,,,,,M,,,TLF,TLF.1259.tei,637798,1036
"Souvenirs, notes et pensées intimes","Flaubert, Gustave, 1821-1880.",Flaubert,1841,memoires,prose,"Ed. L. Chevalley Sabatier. Paris, Buchet et Chastel, 1965.",,,,1965,1841,,,,,M,,,TLF,TLF.1047.tei,53804,411
Novembre,"Flaubert, Gustave, 1821-1880.",Flaubert,1843,nouvelle,prose,,,,,1843,,,,Français,,M,,,RRN00175,RRN00175.tei,191964,474
Par les champs et par les grèves: Touraine et Bretagne (1847),"Flaubert, Gustave, 1821-1880.",Flaubert,1848,recitvoyage,prose,"In Voyages, Ed. R. Dumesnil, T.1. Paris, les Belles Lettres, 1948.",,,,1948,1848,,,,,M,,,TLF,TLF.1079.tei,560240,621
Mémoires d' un fou,"Flaubert, Gustave, 1821-1880.",Flaubert,1838,roman,prose,,,,,1838,,,,Français,,M,,,RRN00174,RRN00174.tei,115205,351
Smarh,"Flaubert, Gustave, 1821-1880.",Flaubert,1839,roman,prose,"In Oeuvres de Jeunesse Inedites, T.2. Paris, Conard, 1910.",,,,1910,1839,,,,,M,,,TLF,TLF.1022.tei,194825,372
La première éducation sentimentale,"Flaubert, Gustave, 1821-1880.",Flaubert,1845,roman,prose,"Ed. F. R. Bastide. Paris, Ed. du Seuil, 1963.",,,,1963,1845,,,,,M,,,TLF,TLF.1059.tei,634135,528
"La tentation de Saint-Antoine, 1849","Flaubert, Gustave, 1821-1880.",Flaubert,1849,roman,prose,"In Oeuvres Completes, T.4. Paris, Conard, 1910.",,,,1910,1849,,,,,M,,,TLF,TLF.1085.tei,610643,634
"La tentation de Saint-Antoine, 1856","Flaubert, Gustave, 1821-1880.",Flaubert,1856,roman,prose,"In Oeuvres Completes, T.4. Paris, Conard, 1910.",,,,1910,1856,,,,,M,,,TLF,TLF.1117.tei,308005,728
Madame Bovary,"Flaubert, Gustave, 1821-1880.",Flaubert,1857,roman,prose,"Ed. R. Dumesnil. Paris, les Belles Lettres, 1945.",,,,1945,1857,,,,,M,,,TLF,TLF.1124.tei,789561,742
Salammbô,"Flaubert, Gustave, 1821-1880.",Flaubert,1863,roman,prose,"Ed. R. Dumesnil. Paris, les Belles Lettres, 1944.",,,,1944,1863,,,,,M,,,TLF,TLF.1157.tei,699705,827
L'éducation sentimentale,"Flaubert, Gustave, 1821-1880.",Flaubert,1869,roman,prose,"Paris, les Belles Lettres, 1942.",,,,1942,1869,,,,,M,,,TLF,TLF.1191.tei,1033082,900
"La tentation de Saint-Antoine, 1874","Flaubert, Gustave, 1821-1880.",Flaubert,1874,roman,prose,"In Oeuvres Completes, T.4. Paris, Conard, 1910.",,,,1910,1874,,,,,M,,,TLF,TLF.1223.tei,294724,973
Trois contes,"Flaubert, Gustave, 1821-1880.",Flaubert,1877,roman,prose,"Paris, Garnier, 1961.",,,,1961,1877,,,,,M,,,TLF,TLF.1242.tei,222391,1004
Bouvard et Pécuchet,"Flaubert, Gustave, 1821-1880.",Flaubert,1880,roman,prose,"Paris, les Belles Lettres, 1945.",,,,1945,1880,,,,,M,,,TLF,TLF.1260.tei,662401,1035
Hiérarchie du cocuage,"Fourier, Charles, 1772-1837.",Fourier,1808,traite,prose,,Paris,,,,1808,,,,,M,Pagination does not correspond to the original edition.,,FourrierHierarchieCocuage,CSS.fourrier_hierarchie_cocuage.tei,123058,47
Théorie des quatre mouvements,"Fourier, Charles, 1772-1837.",Fourier,1808,traite,prose,,Paris,,,,1808,,,,,M,Pagination does not correspond to the original edition.,,Theorie4MouvementsPt1,CSS.theorie_4_mouvements_pt1.tei,645435,48
"Théorie des quatre mouvements, 2e partie","Fourier, Charles, 1772-1837.",Fourier,1808,traite,prose,,Paris,,,,1808,,,,,M,Pagination does not correspond to the original edition.,,Theorie4MouvementsPt2,CSS.theorie_4_mouvements_pt2.tei,564654,49
Le nouveau monde amoureux,"Fourier, Charles, 1772-1837.",Fourier,1816,traite,prose,,Paris,,,,1816,,,,,M,Pagination does not correspond to the original edition.,,FourierNouveauMondeAmoureux,CSS.fourier_nouveau_monde_amoureux.tei,704723,85
"Le nouveau monde industriel, ou, Invention du procédé d'industrie attrayante et combinée, distribuée en séries passionnées","Fourier, Charles, 1772-1837.",Fourier,1830,traiteessai,prose,"Paris, Bossange, 1830.",,,,1830,1830,,,,,M,,,TLF,TLF.922.tei,190809,188
Alfred de Vigny,"France, Anatole, 1844-1924.",France,1869,melangeslitteraires,prose,"In Oeuvres Complètes illustrées, Tome I. (Paris: Calmann-Lévy Editeurs, 1925), pages 1-119; compositions de Maxime Dethomas gravées sur bois par E. Garperini.",,,,,1869,,,,,M,,,ADD,ADD.france.vigny.tei,171017,901
"Poésie: Les Poèmes Dorés, Idylles et Légendes, Les Noces Corinthiennes","France, Anatole, 1844-1924.",France,1873,poesie,verse,"In Oeuvres Complètes Illustrées Tome I (121-413), Paris, Calmann-Lévy Editeurs, 1925.",,,,,1873,,,,,M,,,ADD,ADD.france.poesie.tei,268722,954
Le crime de Sylvestre Bonnard,"France, Anatole, 1844-1924.",France,1881,roman,prose,"In Oeuvres Completes, T.2. Paris, Calmann-Levy, 1925.",,,,1925,1881,,,,,M,,,TLF,TLF.1263.tei,393673,1042
Les Désirs de Jean Servien,"France, Anatole, 1844-1924.",France,1882,roman,prose,"In Oeuvres Complètes illustrées, Tome III. (Paris: Calmann-Lévy Editeurs, 1925), pages 1-179 and 443-444.",,,,,1882,,,,,M,,,ADD,ADD.france.desirs.tei,213233,1055
Le Livre de Mon Ami,"France, Anatole, 1844-1924.",France,1885,roman,prose,"In Oeuvres Complètes illustrées, Tome III. (Paris: Calmann-Lévy Editeurs, 1925), pages 181-444.",,,,,1885,,,,,M,,,ADD,ADD.france.livre.tei,347925,1101
Le lys rouge,"France, Anatole, 1844-1924.",France,1894,roman,prose,"In Oeuvres Completes, T.9. Paris, Calmann-Levy, 1927.",,,,1927,1894,,,,,M,,,TLF,TLF.1332.tei,537757,1250
L'orme du mail,"France, Anatole, 1844-1924.",France,1897,roman,prose,"In Oeuvres Completes, T.11. Paris, Calmann-Levy, 1927.",,,,1927,1897,,,,,M,,,TLF,TLF.1349.tei,337528,1285
Opinions de M. Jérôme Coignard (Les) ,"France, Anatole, 1844-1924.",France,1893,roman,prose,Calmann-Lévy / Mont-Louis ,Paris / Clermont-Ferrand ,,,éd. 1893) / 1948,1893,,,,,M,,,franr02,franr02.tei,311399,1234
Un été dans le Sahara,"Fromentin, Eugène, 1820-1876.",Fromentin,1857,recitvoyage,prose,"Paris, E. Plon, 1877.",,,,1877,1857,,,,,M,,,TLF,TLF.1125.tei,436477,743
Voyage en Egypte (1869): journal publié d'après le carnet manuscrit,"Fromentin, Eugène, 1820-1876.",Fromentin,1869,recitvoyage,prose,"Ed. J. M. Carre. Paris, Aubier, 1935.",,,,1935,1869,,,,,M,,,TLF,TLF.1192.tei,189503,902
Dominique,"Fromentin, Eugène, 1820-1876.",Fromentin,1863,roman,prose,"Ed. E. Henriot. Paris, Garnier, 1961.",,,,1961,1863,,,,,M,,,TLF,TLF.1158.tei,476276,828
"La cité antique: étude sur le culte, le droit, les institutions de la Grèce et de Rome","Fustel de Coulanges, Numa Denis, 1830-1889.",FustelDeCoulanges,1864,traiteessai,prose,"Paris, Durand, 1864.",,,,1864,1864,,,,,M,,,TLF,TLF.1169.tei,940685,849
Voltaire et les Genèvois,"Gaberel, J.",Gaberel,1857,traite,prose,,Paris,,,,1857,,,,,M,Pagination does not correspond to the original edition.,,VoltaireEtLesGenevois,CSS.voltaire_et_les_genevois.tei,290542,744
Rousseau et les Genèvois,"Gaberel, J.",Gaberel,1858,traite,prose,,Paris,,,,1858,,,,,M,Pagination does not correspond to the original edition.,,RousseauEtLesGenevois,CSS.rousseau_et_les_genevois.tei,302153,759
Visites à Richard Wagner,"Gautier, Judith, 1845-1917.",GautierJ,1869,memoires,prose,"Éd. Christophe Looten. Bordeaux: Le Castor Astral, 1992.",,,,,1869,,,,,F,,,FWW,FWW.gautier.wagner.tei,305291,903
La conquête du paradis (tome 1),"Gautier, Judith, 1845-1917.",GautierJ,1890,roman,prose,"Paris: Kailash Éditions, 1993.",,,,,1890,,,,,F,,,FWW,FWW.gautier.paradis1.tei,292448,1186
La conquête du paradis (tome 2),"Gautier, Judith, 1845-1917.",GautierJ,1890,roman,prose,"Paris: Kailash Éditions, 1993.",,,,,1890,,,,,F,,,FWW,FWW.gautier.paradis2.tei,394510,1187
La toison d'or,"Gautier, Théophile, 1811-1872",GautierT,1839,conte,prose,Charpentier,Paris,,,1879,1839,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.toison_dor.tei,106241,373
Salon de 1833,"Gautier, Théophile, 1811-1872",GautierT,1833,traite,prose,La France littéraire,Paris,,,1833,1833,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.salon_de_1833.tei,53208,246
Salon de 1834,"Gautier, Théophile, 1811-1872",GautierT,1834,traite,prose,La France Industrielle,Paris,,,1834,1834,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.salon_de_1834.tei,35473,269
Salon de 1845,"Gautier, Théophile, 1811-1872",GautierT,1845,traite,prose,La Presse,Paris,,,1845,1845,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.salon_de_1845.tei,190697,529
Salon de 1848,"Gautier, Théophile, 1811-1872",GautierT,1848,traite,prose,La Presse,Paris,,,1848,1848,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.salon_de_1848.tei,265131,622
Avatar,"Gautier, Théophile, 1811-1872.",GautierT,1856,nouvelle,prose,,,,,1856,,,,Français,,M,,,ROM0062,ROM0062.tei,209841,729
Jettatura,"Gautier, Théophile, 1811-1872.",GautierT,1856,nouvelle,prose,,,,,1856,,,,Français,,M,,,ROM0065,ROM0065.tei,207697,730
Arria Marcella,"Gautier, Théophile, 1811-1872.",GautierT,1852,nouvelle,prose,,,,,1852,,,,Français,,M,,,ROM0061,ROM0061.tei,70216,668
Albertus,"Gautier, Théophile, 1811-1872.",GautierT,1833,poesie,verse,"In Poesies Completes, T.1. Paris, Fasquelle, 1910.",,,,1910,1833,,,,,M,,,TLF,TLF.953.tei,89074,245
Les Jeunes-France,"Gautier, Théophile, 1811-1872.",GautierT,1833,poesie,verse,,,,,1833,,,,Français,,M,,,ROM0068,ROM0068.tei,399302,247
La comédie de la mort,"Gautier, Théophile, 1811-1872.",GautierT,1838,poesie,verse,"In Poesies Completes, T.2. Paris, Fasquelle, 1912.",,,,1912,1838,,,,,M,,,TLF,TLF.1015.tei,68306,352
La Morte Amoureuse,"Gautier, Théophile, 1811-1872.",GautierT,1839,poesie,verse,La Chronique de Paris,Paris,,,1839,1839,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.morte_amoureuse.tei,105107,374
Poésie Nouvelles,"Gautier, Théophile, 1811-1872.",GautierT,1845,poesie,verse,Charpentier,Paris,,,1845,1845,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.poesies_nouvelles.tei,141257,530
Emaux et camées,"Gautier, Théophile, 1811-1872.",GautierT,1852,poesie,verse,"Ed. J. Pommier. Droz, 1947.",,,,1947,1852,,,,,M,,,TLF,TLF.1098.tei,111865,667
Les Roués innocents,"Gautier, Théophile, 1811-1872.",GautierT,1847,roman,prose,,,,,1847,,,,Français,,M,,,ROM0069,ROM0069.tei,227316,605
Militona,"Gautier, Théophile, 1811-1872.",GautierT,1847,roman,prose,La Presse,Paris,,,1847,1847,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.militona.tei,322550,606
Jean et Jeannette,"Gautier, Théophile, 1811-1872.",GautierT,1850,roman,prose,,,,,1850,,,,Français,,M,,,ROM0064,ROM0064.tei,242885,642
Partie carrée,"Gautier, Théophile, 1811-1872.",GautierT,1851,roman,prose,,,,,1851,,,,Français,,M,,,ROM0072,ROM0072.tei,411150,656
"Le roman de la momie: précédé de trois contes antiques: Une nuit de Cléopatre, Le roi candaule, Arria Marcella","Gautier, Théophile, 1811-1872.",GautierT,1858,roman,prose,"Ed. A. Boschot. Paris, Garnier, 1955.",,,,1955,1858,,,,,M,,,TLF,TLF.1130.tei,390702,760
Le capitaine Fracasse: texte complet (1863),"Gautier, Théophile, 1811-1872.",GautierT,1863,roman,prose,"Ed. A. Boschot. Paris, Garnier, 1961.",,,,1961,1863,,,,,M,,,TLF,TLF.1159.tei,1238655,830
Mademoiselle de Maupin ,"Gautier, Théophile, 1811-1872.",GautierT,1835,roman,prose,Charpentier et C,Paris ,,,éd. 1835),1835,,,,,M,,,gaunr01,gaunr01.tei,816343,287
Nouvelles ,"Gautier, Théophile, 1811-1872.",GautierT,1838,roman,prose,Charpentier et C,Paris ,,,éd. 1838),1838,,,,,M,,,gaunr02,gaunr02.tei,308306,353
Romans et Contes ,"Gautier, Théophile, 1811-1872.",GautierT,1863,roman,prose,Charpentier et C,Paris ,,,éd. 1863),1863,,,,,M,,,gaunr04,gaunr04.tei,21999,831
Eugène Delacroix vu par Théophile Gautier,"Gautier, Théophile, 1811-1872.",GautierT,1836,traite,prose,Société Théophile Gautier,Paris,,,2004,1836,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.eugene_delacroix.tei,379702,317
Les Rubens de la Cathédrale d'Anvers,"Gautier, Théophile, 1811-1872.",GautierT,1836,traite,prose,La Presse,Paris,,,1836,1836,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.Rubens_de_la_cathedrale.tei,11498,318
Critique d'INGRES,"Gautier, Théophile, 1811-1872.",GautierT,1844,traite,prose,Société Théophile Gautier,Paris,,,2000,1844,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.critique_Ingres.tei,279972,501
Théodore Chassériau vu par Gautier.,"Gautier, Théophile, 1811-1872.",GautierT,1844,traite,prose,La Presse,Paris,,,1844,1844,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.chasseriau.tei,21279,502
Bélisaire,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",Genlis,1808,indefini,prose,,,,,1808,,,,Français,,F,,,ROM0074,ROM0074.tei,303476,50
Mademoiselle de Clermont,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",Genlis,1802,roman,prose,"by Claire de Duras. Paris: Éditions Autrement, 1994.",,,,,1802,,,,,F,,,FWW,FWW.genlis.clermont.tei,105041,14
La Duchesse de La Vallière,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",Genlis,1804,roman,prose,"Paris: Librairie Fontaine, 1983",,,,,1804,,,,,F,,,FWW,FWW.genlis.valliere.tei,491095,32
Inès de Castro,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",Genlis,1817,roman,prose,"Toulouse: Éditions Ombres, 1995.",,,,,1817,,,,,F,,,FWW,FWW.genlis.castro.tei,215119,91
De l'esprit des étiquettes,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",Genlis,1812,traiteessai,prose,"Ce texte suit l'édition publiée par Caillière, Rennes 1885, établie et annotée par Édouard Quesnet. Paris: Mercure de France, 1996.",,,,,1812-1813,,,,,F,,,FWW,FWW.genlis.etiquettes.tei,159189,70
De la génération des connaissances humaines,"Gérando, Joseph Marie, Baron de",Gérando,1802,memoires,prose,,,,,1802,,,,,,M,,,CP-297,CP-297.tei,385765,15
Le voyage d'Urien,"Gide, André, 1869-1951.",Gide,1893,roman,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1893,,,,,M,,,TLF,TLF.1328.tei,122210,1236
Le Prométhée mal enchaîné,"Gide, André, 1869-1951.",Gide,1899,roman,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1899,,,,,M,,,TLF,TLF.1362.tei,87510,1317
Le traité du Narcisse,"Gide, André, 1869-1951.",Gide,1891,traiteessai,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1891,,,,,M,,,TLF,TLF.1316.tei,20783,1208
La tentative amoureuse,"Gide, André, 1869-1951.",Gide,1893,traiteessai,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1893,,,,,M,,,TLF,TLF.1329.tei,36759,1235
Paludes,"Gide, André, 1869-1951.",Gide,1895,traiteessai,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1895,,,,,M,,,TLF,TLF.1336.tei,136084,1258
Les nourritures terrestres,"Gide, André, 1869-1951.",Gide,1897,traiteessai,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1897,,,,,M,,,TLF,TLF.1350.tei,198295,1287
Réflexions sur quelques points de littérature et de morale.,"Gide, André, 1869-1951.",Gide,1897,traiteessai,prose,"In Oeuvres Completes, T.2, Ed. L. Martin-Chauffier. Paris, Gallimard,1933",,,,1933,1897,,,,,M,,,TLF,TLF.1351.tei,27112,1288
El Hadj: traité faux prophète,"Gide, André, 1869-1951.",Gide,1899,traiteessai,prose,"In Romans, Ed. Y. Davet et J. J. Thierry. Paris, Gallimard, 1961.",,,,1961,1899,,,,,M,,,TLF,TLF.1363.tei,47275,1316
Le Lorgnon,"Girardin, Delphine de, 1804-1855.",GirardinD,1832,roman,prose,,,,,1832,,,,Français,,F,,,ROM0079,ROM0079.tei,278784,223
